"Account number","Industry","GPCH","Booking date","Reportables (ppx)"
"3170006454","Prv: Laboratory","PTH","6/5/2015","34"
"3170006454","Prv: Laboratory","PTH","7/6/2015","40"
"3170006454","Prv: Laboratory","PTH","12/8/2015","36"
"3170006454","Prv: Laboratory","PTH","1/5/2016","36"
"3170006454","Prv: Laboratory","PTH","2/5/2016","46"
"3170006454","Prv: Laboratory","PTH","3/8/2016","36"
"3170006454","Prv: Laboratory","PTH","4/6/2016","47"
"3170006454","Prv: Laboratory","PTH","5/24/2016","44"
"3170006454","Prv: Laboratory","PTH","6/6/2016","42"
"3170006454","Prv: Laboratory","PTH","6/22/2016","83"
"3170006454","Prv: Laboratory","PTH","8/29/2016","-42"
"3170006475","Prv: Laboratory","ProBNP","3/11/2015","68"
"3170006475","Prv: Laboratory","ProBNP","4/8/2015","56"
"3170006475","Prv: Laboratory","ProBNP","5/12/2015","51"
"3170006475","Prv: Laboratory","ProBNP","6/11/2015","75"
"3170006475","Prv: Laboratory","ProBNP","7/16/2015","86"
"3170006475","Prv: Laboratory","ProBNP","9/11/2015","70"
"3170006475","Prv: Laboratory","ProBNP","11/10/2015","76"
"3170006475","Prv: Laboratory","ProBNP","12/14/2015","102"
"3170006475","Prv: Laboratory","ProBNP","1/20/2016","60"
"3170006475","Prv: Laboratory","ProBNP","2/23/2016","59"
"3170006475","Prv: Laboratory","ProBNP","4/12/2016","76"
"3170006475","Prv: Laboratory","ProBNP","5/12/2016","69"
"3170006475","Prv: Laboratory","ProBNP","6/13/2016","72"
"3170006475","Prv: Laboratory","ProBNP","8/16/2016","50"
"3170006475","Prv: Laboratory","ProBNP","9/13/2016","41"
"3170006475","Prv: Laboratory","ProBNP","10/13/2016","84"
"3170006475","Prv: Laboratory","ProBNP","11/14/2016","100"
"3170006475","Prv: Laboratory","ProBNP","12/7/2016","70"
"3170006479","Prv: Laboratory","ACTH","1/22/2015","2575"
"3170006479","Prv: Laboratory","ACTH","6/22/2015","2978"
"3170006479","Prv: Laboratory","ACTH","7/27/2015","4209"
"3170006479","Prv: Laboratory","ACTH","8/6/2015","3598"
"3170006479","Prv: Laboratory","ACTH","10/20/2015","3568"
"3170006479","Prv: Laboratory","ACTH","11/26/2015","4173"
"3170006479","Prv: Laboratory","ACTH","1/21/2016","3701"
"3170006479","Prv: Laboratory","ACTH","3/31/2016","3680"
"3170006479","Prv: Laboratory","ACTH","4/15/2016","3884"
"3170006479","Prv: Laboratory","ACTH","5/11/2016","3833"
"3170006479","Prv: Laboratory","ACTH","7/21/2016","4154"
"3170006479","Prv: Laboratory","ACTH","8/4/2016","3337"
"3170006479","Prv: Laboratory","ACTH","9/12/2016","2690"
"3170006479","Prv: Laboratory","ACTH","11/9/2016","3674"
"3170006479","Prv: Laboratory","ACTH","12/20/2016","3742"
"3170006479","Prv: Laboratory","ACTH","1/9/2017","3465"
"3170006479","Prv: Laboratory","ACTH","3/16/2017","3834"
"3170006479","Prv: Laboratory","ACTH","3/29/2017","3834"
"3170006479","Prv: Laboratory","ACTH","3/30/2017","-3834"
"3170006479","Prv: Laboratory","ACTH","6/12/2017","3976"
"3170006479","Prv: Laboratory","ACTH","7/4/2017","4219"
"3170006479","Prv: Laboratory","ACTH","9/4/2017","3277"
"3170006479","Prv: Laboratory","ACTH","11/13/2017","4224"
"3170006479","Prv: Laboratory","ACTH","1/23/2018","3789"
"3170006479","Prv: Laboratory","ACTH","2/21/2018","4159"
"3170006479","Prv: Laboratory","ACTH","3/2/2018","4121"
"3170006479","Prv: Laboratory","ACTH","4/16/2018","4392"
"3170006479","Prv: Laboratory","ACTH","5/28/2018","3952"
"3170006479","Prv: Laboratory","ACTH","6/4/2018","4315"
"3170006479","Prv: Laboratory","ACTH","7/30/2018","4582"
"3170006479","Prv: Laboratory","ACTH","8/29/2018","4428"
"3170006479","Prv: Laboratory","ACTH","9/5/2018","3730"
"3170006479","Prv: Laboratory","ACTH","1/10/2019","4381"
"3170006479","Prv: Laboratory","ACTH","2/25/2019","4737"
"3170006479","Prv: Laboratory","ACTH","3/7/2019","5052"
"3170006479","Prv: Laboratory","ACTH","4/15/2019","5128"
"3170006479","Prv: Laboratory","ACTH","5/23/2019","5537"
"3170006479","Prv: Laboratory","ACTH","6/14/2019","5556"
"3170006479","Prv: Laboratory","ACTH","7/9/2019","5070"
"3170006479","Prv: Laboratory","ACTH","9/11/2019","4242"
"3170006479","Prv: Laboratory","ACTH","10/15/2019","5352"
"3170006479","Prv: Laboratory","ACTH","11/12/2019","5646"
"3170006479","Prv: Laboratory","ACTH","12/3/2019","5072"
"3170006479","Prv: Laboratory","ACTH","2/14/2020","5499"
"3170006479","Prv: Laboratory","ACTH","4/14/2020","4085"
"3170006479","Prv: Laboratory","ACTH","5/22/2020","2596"
"3170006479","Prv: Laboratory","ACTH","7/28/2020","5783"
"3170006479","Prv: Laboratory","ACTH","8/12/2020","5318"
"3170006479","Prv: Laboratory","ACTH","11/25/2020","6034"
"3170006479","Prv: Laboratory","ACTH","12/15/2020","5340"
"3170006479","Prv: Laboratory","CA 72-4","5/27/2015","48"
"3170006479","Prv: Laboratory","CA 72-4","8/6/2015","41"
"3170006479","Prv: Laboratory","CA 72-4","9/29/2015","42"
"3170006479","Prv: Laboratory","CA 72-4","10/20/2015","57"
"3170006479","Prv: Laboratory","CA 72-4","11/26/2015","42"
"3170006479","Prv: Laboratory","CA 72-4","12/10/2015","47"
"3170006479","Prv: Laboratory","CA 72-4","1/21/2016","39"
"3170006479","Prv: Laboratory","CA 72-4","3/30/2016","52"
"3170006479","Prv: Laboratory","CA 72-4","4/15/2016","55"
"3170006479","Prv: Laboratory","CA 72-4","5/11/2016","62"
"3170006479","Prv: Laboratory","CA 72-4","6/13/2016","47"
"3170006479","Prv: Laboratory","CA 72-4","8/4/2016","51"
"3170006479","Prv: Laboratory","CA 72-4","9/12/2016","40"
"3170006479","Prv: Laboratory","CA 72-4","11/9/2016","54"
"3170006479","Prv: Laboratory","CA 72-4","12/20/2016","53"
"3170006479","Prv: Laboratory","CA 72-4","1/9/2017","39"
"3170006479","Prv: Laboratory","CA 72-4","2/7/2017","44"
"3170006479","Prv: Laboratory","CA 72-4","3/29/2017","41"
"3170006479","Prv: Laboratory","CA 72-4","3/30/2017","-41"
"3170006479","Prv: Laboratory","CA 72-4","4/10/2017","49"
"3170006479","Prv: Laboratory","CA 72-4","5/5/2017","49"
"3170006479","Prv: Laboratory","CA 72-4","6/12/2017","46"
"3170006479","Prv: Laboratory","CA 72-4","9/4/2017","55"
"3170006479","Prv: Laboratory","CA 72-4","10/2/2017","56"
"3170006479","Prv: Laboratory","CA 72-4","11/13/2017","84"
"3170006479","Prv: Laboratory","CA 72-4","12/14/2017","72"
"3170006479","Prv: Laboratory","CA 72-4","3/2/2018","59"
"3170006479","Prv: Laboratory","CA 72-4","4/16/2018","124"
"3170006479","Prv: Laboratory","CA 72-4","6/4/2018","65"
"3170006479","Prv: Laboratory","CA 72-4","7/30/2018","65"
"3170006479","Prv: Laboratory","CA 72-4","8/29/2018","57"
"3170006479","Prv: Laboratory","CA 72-4","2/25/2019","75"
"3170006479","Prv: Laboratory","CA 72-4","3/7/2019","70"
"3170006479","Prv: Laboratory","CA 72-4","5/23/2019","41"
"3170006479","Prv: Laboratory","CA 72-4","6/14/2019","55"
"3170006479","Prv: Laboratory","CA 72-4","7/9/2019","75"
"3170006479","Prv: Laboratory","CA 72-4","8/6/2019","44"
"3170006479","Prv: Laboratory","CA 72-4","9/11/2019","27"
"3170006479","Prv: Laboratory","CA 72-4","10/15/2019","57"
"3170006479","Prv: Laboratory","CA 72-4","11/12/2019","62"
"3170006479","Prv: Laboratory","CA 72-4","12/3/2019","53"
"3170006479","Prv: Laboratory","CA 72-4","2/14/2020","79"
"3170006479","Prv: Laboratory","CA 72-4","3/31/2020","50"
"3170006479","Prv: Laboratory","CA 72-4","4/14/2020","39"
"3170006479","Prv: Laboratory","CA 72-4","6/12/2020","31"
"3170006479","Prv: Laboratory","CA 72-4","6/30/2020","38"
"3170006479","Prv: Laboratory","CA 72-4","7/28/2020","55"
"3170006479","Prv: Laboratory","CA 72-4","8/12/2020","63"
"3170006479","Prv: Laboratory","CA 72-4","11/25/2020","59"
"3170006479","Prv: Laboratory","Cyfra 21-1","2/12/2015","762"
"3170006479","Prv: Laboratory","Cyfra 21-1","3/12/2015","718"
"3170006479","Prv: Laboratory","Cyfra 21-1","5/27/2015","850"
"3170006479","Prv: Laboratory","Cyfra 21-1","8/6/2015","772"
"3170006479","Prv: Laboratory","Cyfra 21-1","9/29/2015","681"
"3170006479","Prv: Laboratory","Cyfra 21-1","10/20/2015","887"
"3170006479","Prv: Laboratory","Cyfra 21-1","11/26/2015","937"
"3170006479","Prv: Laboratory","Cyfra 21-1","12/10/2015","829"
"3170006479","Prv: Laboratory","Cyfra 21-1","1/21/2016","765"
"3170006479","Prv: Laboratory","Cyfra 21-1","3/30/2016","791"
"3170006479","Prv: Laboratory","Cyfra 21-1","3/31/2016","779"
"3170006479","Prv: Laboratory","Cyfra 21-1","5/11/2016","901"
"3170006479","Prv: Laboratory","Cyfra 21-1","7/21/2016","796"
"3170006479","Prv: Laboratory","Cyfra 21-1","8/4/2016","656"
"3170006479","Prv: Laboratory","Cyfra 21-1","9/12/2016","566"
"3170006479","Prv: Laboratory","Cyfra 21-1","10/11/2016","878"
"3170006479","Prv: Laboratory","Cyfra 21-1","12/20/2016","767"
"3170006479","Prv: Laboratory","Cyfra 21-1","1/9/2017","655"
"3170006479","Prv: Laboratory","Cyfra 21-1","2/7/2017","785"
"3170006479","Prv: Laboratory","Cyfra 21-1","3/29/2017","750"
"3170006479","Prv: Laboratory","Cyfra 21-1","3/30/2017","-750"
"3170006479","Prv: Laboratory","Cyfra 21-1","5/5/2017","679"
"3170006479","Prv: Laboratory","Cyfra 21-1","6/12/2017","671"
"3170006479","Prv: Laboratory","Cyfra 21-1","7/4/2017","768"
"3170006479","Prv: Laboratory","Cyfra 21-1","8/29/2017","585"
"3170006479","Prv: Laboratory","Cyfra 21-1","10/2/2017","759"
"3170006479","Prv: Laboratory","Cyfra 21-1","11/13/2017","661"
"3170006479","Prv: Laboratory","Cyfra 21-1","12/14/2017","657"
"3170006479","Prv: Laboratory","Cyfra 21-1","1/23/2018","590"
"3170006479","Prv: Laboratory","Cyfra 21-1","2/21/2018","612"
"3170006479","Prv: Laboratory","Cyfra 21-1","4/16/2018","640"
"3170006479","Prv: Laboratory","Cyfra 21-1","5/28/2018","560"
"3170006479","Prv: Laboratory","Cyfra 21-1","6/4/2018","606"
"3170006479","Prv: Laboratory","Cyfra 21-1","7/30/2018","602"
"3170006479","Prv: Laboratory","Cyfra 21-1","8/29/2018","568"
"3170006479","Prv: Laboratory","Cyfra 21-1","9/5/2018","502"
"3170006479","Prv: Laboratory","Cyfra 21-1","10/8/2018","580"
"3170006479","Prv: Laboratory","Cyfra 21-1","12/14/2018","560"
"3170006479","Prv: Laboratory","Cyfra 21-1","1/10/2019","485"
"3170006479","Prv: Laboratory","Cyfra 21-1","2/25/2019","586"
"3170006479","Prv: Laboratory","Cyfra 21-1","3/7/2019","533"
"3170006479","Prv: Laboratory","Cyfra 21-1","5/23/2019","551"
"3170006479","Prv: Laboratory","Cyfra 21-1","6/14/2019","564"
"3170006479","Prv: Laboratory","Cyfra 21-1","7/9/2019","475"
"3170006479","Prv: Laboratory","Cyfra 21-1","8/6/2019","602"
"3170006479","Prv: Laboratory","Cyfra 21-1","9/11/2019","519"
"3170006479","Prv: Laboratory","Cyfra 21-1","10/15/2019","581"
"3170006479","Prv: Laboratory","Cyfra 21-1","11/12/2019","662"
"3170006479","Prv: Laboratory","Cyfra 21-1","2/14/2020","653"
"3170006479","Prv: Laboratory","Cyfra 21-1","3/31/2020","587"
"3170006479","Prv: Laboratory","Cyfra 21-1","5/22/2020","414"
"3170006479","Prv: Laboratory","Cyfra 21-1","6/30/2020","541"
"3170006479","Prv: Laboratory","Cyfra 21-1","7/28/2020","657"
"3170006479","Prv: Laboratory","Cyfra 21-1","8/12/2020","612"
"3170006479","Prv: Laboratory","Cyfra 21-1","9/18/2020","496"
"3170006479","Prv: Laboratory","Cyfra 21-1","10/28/2020","606"
"3170006479","Prv: Laboratory","Cyfra 21-1","11/25/2020","587"
"3170006479","Prv: Laboratory","Cyfra 21-1","12/15/2020","540"
"3170006479","Prv: Laboratory","HE4","1/22/2015","484"
"3170006479","Prv: Laboratory","HE4","2/12/2015","519"
"3170006479","Prv: Laboratory","HE4","3/12/2015","470"
"3170006479","Prv: Laboratory","HE4","5/27/2015","531"
"3170006479","Prv: Laboratory","HE4","6/22/2015","469"
"3170006479","Prv: Laboratory","HE4","8/6/2015","505"
"3170006479","Prv: Laboratory","HE4","9/29/2015","348"
"3170006479","Prv: Laboratory","HE4","11/26/2015","604"
"3170006479","Prv: Laboratory","HE4","12/10/2015","543"
"3170006479","Prv: Laboratory","HE4","1/21/2016","501"
"3170006479","Prv: Laboratory","HE4","3/30/2016","521"
"3170006479","Prv: Laboratory","HE4","3/31/2016","593"
"3170006479","Prv: Laboratory","HE4","4/15/2016","722"
"3170006479","Prv: Laboratory","HE4","5/11/2016","691"
"3170006479","Prv: Laboratory","HE4","6/13/2016","674"
"3170006479","Prv: Laboratory","HE4","8/4/2016","538"
"3170006479","Prv: Laboratory","HE4","9/12/2016","396"
"3170006479","Prv: Laboratory","HE4","12/20/2016","576"
"3170006479","Prv: Laboratory","HE4","1/9/2017","538"
"3170006479","Prv: Laboratory","HE4","2/7/2017","559"
"3170006479","Prv: Laboratory","HE4","3/16/2017","672"
"3170006479","Prv: Laboratory","HE4","6/12/2017","775"
"3170006479","Prv: Laboratory","HE4","7/4/2017","849"
"3170006479","Prv: Laboratory","HE4","8/29/2017","706"
"3170006479","Prv: Laboratory","HE4","10/2/2017","759"
"3170006479","Prv: Laboratory","HE4","1/23/2018","723"
"3170006479","Prv: Laboratory","HE4","4/16/2018","890"
"3170006479","Prv: Laboratory","HE4","5/28/2018","760"
"3170006479","Prv: Laboratory","HE4","6/4/2018","788"
"3170006479","Prv: Laboratory","HE4","7/30/2018","882"
"3170006479","Prv: Laboratory","HE4","8/29/2018","778"
"3170006479","Prv: Laboratory","HE4","9/5/2018","593"
"3170006479","Prv: Laboratory","HE4","11/13/2018","1017"
"3170006479","Prv: Laboratory","HE4","1/10/2019","740"
"3170006479","Prv: Laboratory","HE4","2/25/2019","895"
"3170006479","Prv: Laboratory","HE4","6/14/2019","994"
"3170006479","Prv: Laboratory","HE4","7/9/2019","958"
"3170006479","Prv: Laboratory","HE4","9/11/2019","826"
"3170006479","Prv: Laboratory","HE4","10/15/2019","1096"
"3170006479","Prv: Laboratory","HE4","12/3/2019","1075"
"3170006479","Prv: Laboratory","HE4","2/14/2020","1214"
"3170006479","Prv: Laboratory","HE4","3/31/2020","1318"
"3170006479","Prv: Laboratory","HE4","4/14/2020","950"
"3170006479","Prv: Laboratory","HE4","5/22/2020","450"
"3170006479","Prv: Laboratory","HE4","6/12/2020","891"
"3170006479","Prv: Laboratory","HE4","8/12/2020","1297"
"3170006479","Prv: Laboratory","HE4","9/18/2020","1050"
"3170006479","Prv: Laboratory","HE4","11/25/2020","1693"
"3170006479","Prv: Laboratory","HE4","12/15/2020","1466"
"3170006479","Prv: Laboratory","Osteocalcin","1/22/2015","936"
"3170006479","Prv: Laboratory","Osteocalcin","2/12/2015","826"
"3170006479","Prv: Laboratory","Osteocalcin","3/12/2015","909"
"3170006479","Prv: Laboratory","Osteocalcin","4/13/2015","979"
"3170006479","Prv: Laboratory","Osteocalcin","5/27/2015","1084"
"3170006479","Prv: Laboratory","Osteocalcin","7/27/2015","1592"
"3170006479","Prv: Laboratory","Osteocalcin","8/6/2015","789"
"3170006479","Prv: Laboratory","Osteocalcin","9/29/2015","584"
"3170006479","Prv: Laboratory","Osteocalcin","10/20/2015","1043"
"3170006479","Prv: Laboratory","Osteocalcin","12/10/2015","1229"
"3170006479","Prv: Laboratory","Osteocalcin","3/30/2016","1057"
"3170006479","Prv: Laboratory","Osteocalcin","3/31/2016","971"
"3170006479","Prv: Laboratory","Osteocalcin","4/15/2016","1105"
"3170006479","Prv: Laboratory","Osteocalcin","5/11/2016","954"
"3170006479","Prv: Laboratory","Osteocalcin","11/9/2016","981"
"3170006479","Prv: Laboratory","Osteocalcin","12/20/2016","1240"
"3170006479","Prv: Laboratory","Osteocalcin","1/9/2017","1043"
"3170006479","Prv: Laboratory","Osteocalcin","2/7/2017","842"
"3170006479","Prv: Laboratory","Osteocalcin","3/16/2017","866"
"3170006479","Prv: Laboratory","Osteocalcin","3/29/2017","866"
"3170006479","Prv: Laboratory","Osteocalcin","4/10/2017","1061"
"3170006479","Prv: Laboratory","Osteocalcin","5/5/2017","852"
"3170006479","Prv: Laboratory","Osteocalcin","6/12/2017","1128"
"3170006479","Prv: Laboratory","Osteocalcin","7/4/2017","900"
"3170006479","Prv: Laboratory","Osteocalcin","8/29/2017","634"
"3170006479","Prv: Laboratory","Osteocalcin","9/4/2017","599"
"3170006479","Prv: Laboratory","Osteocalcin","10/2/2017","965"
"3170006479","Prv: Laboratory","Osteocalcin","11/13/2017","916"
"3170006479","Prv: Laboratory","Osteocalcin","12/14/2017","940"
"3170006479","Prv: Laboratory","Osteocalcin","5/28/2018","714"
"3170006479","Prv: Laboratory","Osteocalcin","7/30/2018","912"
"3170006479","Prv: Laboratory","Osteocalcin","8/29/2018","571"
"3170006479","Prv: Laboratory","Osteocalcin","9/5/2018","494"
"3170006479","Prv: Laboratory","Osteocalcin","11/13/2018","993"
"3170006479","Prv: Laboratory","Osteocalcin","12/14/2018","942"
"3170006479","Prv: Laboratory","Osteocalcin","2/25/2019","875"
"3170006479","Prv: Laboratory","Osteocalcin","3/7/2019","844"
"3170006479","Prv: Laboratory","Osteocalcin","4/15/2019","971"
"3170006479","Prv: Laboratory","Osteocalcin","5/23/2019","863"
"3170006479","Prv: Laboratory","Osteocalcin","6/14/2019","831"
"3170006479","Prv: Laboratory","Osteocalcin","7/9/2019","976"
"3170006479","Prv: Laboratory","Osteocalcin","8/6/2019","814"
"3170006479","Prv: Laboratory","Osteocalcin","9/11/2019","539"
"3170006479","Prv: Laboratory","Osteocalcin","2/14/2020","1169"
"3170006479","Prv: Laboratory","Osteocalcin","5/22/2020","383"
"3170006479","Prv: Laboratory","Osteocalcin","6/12/2020","921"
"3170006479","Prv: Laboratory","Osteocalcin","6/30/2020","1083"
"3170006479","Prv: Laboratory","Osteocalcin","7/28/2020","1243"
"3170006479","Prv: Laboratory","Osteocalcin","8/12/2020","752"
"3170006479","Prv: Laboratory","Osteocalcin","10/28/2020","1046"
"3170006479","Prv: Laboratory","Osteocalcin","11/25/2020","1124"
"3170006479","Prv: Laboratory","Osteocalcin","12/15/2020","1144"
"3170006479","Prv: Laboratory","ProBNP","1/22/2015","773"
"3170006479","Prv: Laboratory","ProBNP","2/12/2015","928"
"3170006479","Prv: Laboratory","ProBNP","3/12/2015","885"
"3170006479","Prv: Laboratory","ProBNP","5/27/2015","1053"
"3170006479","Prv: Laboratory","ProBNP","6/22/2015","1099"
"3170006479","Prv: Laboratory","ProBNP","7/27/2015","1178"
"3170006479","Prv: Laboratory","ProBNP","9/29/2015","869"
"3170006479","Prv: Laboratory","ProBNP","10/20/2015","1159"
"3170006479","Prv: Laboratory","ProBNP","11/26/2015","1205"
"3170006479","Prv: Laboratory","ProBNP","12/10/2015","1101"
"3170006479","Prv: Laboratory","ProBNP","1/21/2016","1028"
"3170006479","Prv: Laboratory","ProBNP","3/30/2016","1166"
"3170006479","Prv: Laboratory","ProBNP","3/31/2016","1160"
"3170006479","Prv: Laboratory","ProBNP","4/15/2016","1331"
"3170006479","Prv: Laboratory","ProBNP","5/11/2016","1184"
"3170006479","Prv: Laboratory","ProBNP","10/11/2016","1333"
"3170006479","Prv: Laboratory","ProBNP","11/9/2016","1164"
"3170006479","Prv: Laboratory","ProBNP","12/20/2016","1026"
"3170006479","Prv: Laboratory","ProBNP","2/7/2017","1277"
"3170006479","Prv: Laboratory","ProBNP","3/29/2017","1359"
"3170006479","Prv: Laboratory","ProBNP","3/30/2017","-1359"
"3170006479","Prv: Laboratory","ProBNP","6/12/2017","1393"
"3170006479","Prv: Laboratory","ProBNP","8/29/2017","1259"
"3170006479","Prv: Laboratory","ProBNP","10/2/2017","1598"
"3170006479","Prv: Laboratory","ProBNP","11/13/2017","1555"
"3170006479","Prv: Laboratory","ProBNP","12/14/2017","1663"
"3170006479","Prv: Laboratory","ProBNP","1/23/2018","1708"
"3170006479","Prv: Laboratory","ProBNP","2/21/2018","1974"
"3170006479","Prv: Laboratory","ProBNP","6/4/2018","1513"
"3170006479","Prv: Laboratory","ProBNP","7/30/2018","1755"
"3170006479","Prv: Laboratory","ProBNP","8/29/2018","1399"
"3170006479","Prv: Laboratory","ProBNP","9/5/2018","1372"
"3170006479","Prv: Laboratory","ProBNP","10/8/2018","1646"
"3170006479","Prv: Laboratory","ProBNP","11/13/2018","1909"
"3170006479","Prv: Laboratory","ProBNP","1/10/2019","1647"
"3170006479","Prv: Laboratory","ProBNP","2/25/2019","2121"
"3170006479","Prv: Laboratory","ProBNP","5/23/2019","1935"
"3170006479","Prv: Laboratory","ProBNP","6/14/2019","2034"
"3170006479","Prv: Laboratory","ProBNP","7/9/2019","2132"
"3170006479","Prv: Laboratory","ProBNP","10/15/2019","1016"
"3170006479","Prv: Laboratory","ProBNP","12/3/2019","1182"
"3170006479","Prv: Laboratory","ProBNP","3/31/2020","1502"
"3170006479","Prv: Laboratory","ProBNP","4/14/2020","2926"
"3170006479","Prv: Laboratory","ProBNP","6/12/2020","1696"
"3170006479","Prv: Laboratory","ProBNP","6/30/2020","1072"
"3170006479","Prv: Laboratory","ProBNP","8/12/2020","1221"
"3170006479","Prv: Laboratory","ProBNP","10/28/2020","1226"
"3170006479","Prv: Laboratory","ProBNP","11/25/2020","1058"
"3170006479","Prv: Laboratory","ProBNP","12/15/2020","917"
"3170006479","Prv: Laboratory","PTH","1/22/2015","2644"
"3170006479","Prv: Laboratory","PTH","2/12/2015","2791"
"3170006479","Prv: Laboratory","PTH","3/12/2015","2458"
"3170006479","Prv: Laboratory","PTH","5/27/2015","3077"
"3170006479","Prv: Laboratory","PTH","7/27/2015","3979"
"3170006479","Prv: Laboratory","PTH","8/6/2015","2513"
"3170006479","Prv: Laboratory","PTH","9/29/2015","2024"
"3170006479","Prv: Laboratory","PTH","10/20/2015","2806"
"3170006479","Prv: Laboratory","PTH","12/10/2015","2559"
"3170006479","Prv: Laboratory","PTH","3/31/2016","2144"
"3170006479","Prv: Laboratory","PTH","4/15/2016","2215"
"3170006479","Prv: Laboratory","PTH","5/11/2016","1876"
"3170006479","Prv: Laboratory","PTH","12/20/2016","1927"
"3170006479","Prv: Laboratory","PTH","1/9/2017","1867"
"3170006479","Prv: Laboratory","PTH","2/7/2017","1779"
"3170006479","Prv: Laboratory","PTH","3/29/2017","1662"
"3170006479","Prv: Laboratory","PTH","3/30/2017","-1662"
"3170006479","Prv: Laboratory","PTH","5/5/2017","1514"
"3170006479","Prv: Laboratory","PTH","6/12/2017","1569"
"3170006479","Prv: Laboratory","PTH","9/4/2017","1558"
